,Регион_x_left,Год_x_left,Численность_населения_left,Регион_Год,Регион_y_left,Год_y_left,Смертность_детей_сельская_местность_left,Регион_left,Год_left,Смертность_детей_город_left,Регион_expense_left,Год_expense_left,Соцрасходы_left,Регион_income_left,Год_income_left,Доходы_left,Регион_grd_left,Год_grd_left,ВРП_left,Регион_extraction_left,Год_extraction_left,Полезные_ископаемые_left,Регион_processing_left,Год_processing_left,Обрабатывающее_производство_left,Регион_energy_left,Год_energy_left,Электроэнергия_left,Регион_water_left,Год_water_left,Водоснабжение_left,Регион_industrial_left,Год_industrial_left,Промышленность_left,Регион_retail_left,Год_retail_left,Розничная_торговля_left,Регион_drug_left,Год_drug_left,Наркомания_left,Регион_alco_left,Год_alco_left,Алкоголизм_left,Регион_newborn_left,Год_newborn_left,Новорожденные_left,Регион_total_crime_left,Год_total_crime_left,Общая_преступность_left,Регион_serious_crime_left,Год_serious_crime_left,Тяжелые_преступления_left,Регион_economic_crime_left,Год_economic_crime_left,Экономические_преступления_left,Регион_drug_crime_left,Год_drug_crime_left,Нарко_преступления_left,Регион_disabled_total_left,Год_disabled_total_left,Общее_число_инвалидов_left,Регион_disabled_18_30_left,Год_disabled_18_30_left,Число_инвалидов_18_30_left,Регион_disabled_31_40_left,Год_disabled_31_40_left,Число_инвалидов_31_40_left,Регион_disabled_41_50_left,Год_disabled_41_50_left,Число_инвалидов_41_50_left,Регион_disabled_51_60_left,Год_disabled_51_60_left,Число_инвалидов_51_60_left,Регион_disabled_60_left,Год_disabled_60_left,Число_инвалидов_60_left,Регион_poverty_left,Год_poverty_left,Бедные_left,Регион_children_left,Год_children_left,Малообеспеченные дети_left,Регион_working_left,Год_working_left,Малообеспеченные трудящиеся_left,Регион_elderly_long_left,Год_elderly_long_left,Малообеспеченные пенсионеры_left
254,Ярославская область,2018,1265684.0,Ярославская область_2018,Ярославская область,2018,10.0,Ярославская область,2018,32.0,Ярославская область,2018.0,22.5,Ярославская область,2018.0,27055.0,Ярославская область,2018.0,462207.4,Ярославская область,2018.0,1566211.9,Ярославская область,2018.0,390117032.2,Ярославская область,2018.0,45608189.6,Ярославская область,2018.0,9249431.3,Ярославская область,2018.0,446540865.0,Ярославская область,2018.0,22.5,Ярославская область,2018.0,7.6,Ярославская область,2018.0,45.3,Ярославская область,2018,12430.0,Ярославская область,2018,16710.0,Ярославская область,2018,687.0,Ярославская область,2018,650.0,Ярославская область,2018,876.0,Ярославская область,2018.0,1273883.0,Ярославская область,2018.0,34203.0,Ярославская область,2018.0,62024.0,Ярославская область,2018.0,89261.0,Ярославская область,2018.0,183026.0,Ярославская область,2018.0,905369.0,Ярославская область,2018.0,10.2,Ярославская область,2018.0,41.3,Ярославская область,2018.0,52.3,Ярославская область,2018.0,6.4
255,Алтайский край,2019,2332813.0,Алтайский край_2019,Алтайский край,2019,60.0,Алтайский край,2019,54.0,Алтайский край,2019.0,28.3,Алтайский край,2019.0,23937.0,Алтайский край,2019.0,271319.7,Алтайский край,2019.0,7745963.3,Алтайский край,2019.0,357699013.3,Алтайский край,2019.0,43900541.6,Алтайский край,2019.0,9813456.6,Алтайский край,2019.0,419158974.7,Алтайский край,2019.0,28.3,,,,,,,Алтайский край,2019,21117.0,Алтайский край,2019,37058.0,Алтайский край,2019,1400.0,Алтайский край,2019,979.0,Алтайский край,2019,3190.0,Алтайский край,2019.0,2100077.0,Алтайский край,2019.0,89164.0,Алтайский край,2019.0,162016.0,Алтайский край,2019.0,182369.0,Алтайский край,2019.0,312191.0,Алтайский край,2019.0,1354337.0,Алтайский край,2019.0,17.6,Алтайский край,2019.0,38.7,Алтайский край,2019.0,57.4,Алтайский край,2019.0,3.9
256,Амурская область,2019,793194.0,Амурская область_2019,Амурская область,2019,16.0,Амурская область,2019,27.0,Амурская область,2019.0,22.7,Амурская область,2019.0,33304.0,Амурская область,2019.0,521060.1,Амурская область,2019.0,82506015.1,Амурская область,2019.0,39032331.9,Амурская область,2019.0,45166385.3,Амурская область,2019.0,3308610.4,Амурская область,2019.0,170013343.1,Амурская область,2019.0,22.7,,,,,,,Амурская область,2019,7919.0,Амурская область,2019,19508.0,Амурская область,2019,645.0,Амурская область,2019,399.0,Амурская область,2019,1976.0,Амурская область,2019.0,785693.0,Амурская область,2019.0,38800.0,Амурская область,2019.0,64141.0,Амурская область,2019.0,75119.0,Амурская область,2019.0,128312.0,Амурская область,2019.0,479321.0,Амурская область,2019.0,15.7,Амурская область,2019.0,33.9,Амурская область,2019.0,58.9,Амурская область,2019.0,7.2
257,Архангельская область,2019,2244409.0,Архангельская область_2019,Архангельская область,2019,32.0,Архангельская область,2019,85.0,Архангельская область,2019.0,22.4,Архангельская область,2019.0,69567.0,Архангельская область,2019.0,1290540.9,Архангельская область,2019.0,853207881.0,Архангельская область,2019.0,775780080.5999999,Архангельская область,2019.0,145433208.2,Архангельская область,2019.0,11888886.5,Архангельская область,2019.0,899099471.4000001,Архангельская область,2019.0,22.4,,,,,,,Архангельская область,2019,19915.0,Архангельская область,2019,19150.0,Архангельская область,2019,825.0,Архангельская область,2019,884.0,Архангельская область,2019,861.0,Архангельская область,2019.0,1031766.0,Архангельская область,2019.0,35587.0,Архангельская область,2019.0,62143.0,Архангельская область,2019.0,81934.0,Архангельская область,2019.0,148331.0,Архангельская область,2019.0,703771.0,Архангельская область,2019.0,13.6,Архангельская область,2019.0,64.3,Архангельская область,2019.0,118.8,Архангельская область,2019.0,17.0
258,Астраханская область,2019,1014065.0,Астраханская область_2019,Астраханская область,2019,18.0,Астраханская область,2019,54.0,Астраханская область,2019.0,25.8,Астраханская область,2019.0,24971.0,Астраханская область,2019.0,596388.2,Астраханская область,2019.0,339167957.3,Астраханская область,2019.0,76914575.7,Астраханская область,2019.0,29213093.3,Астраханская область,2019.0,5461715.9,Астраханская область,2019.0,450757342.2,Астраханская область,2019.0,25.8,,,,,,,Астраханская область,2019,11005.0,Астраханская область,2019,13110.0,Астраханская область,2019,773.0,Астраханская область,2019,844.0,Астраханская область,2019,1340.0,Астраханская область,2019.0,523200.0,Астраханская область,2019.0,32769.0,Астраханская область,2019.0,47725.0,Астраханская область,2019.0,56915.0,Астраханская область,2019.0,98923.0,Астраханская область,2019.0,286868.0,Астраханская область,2019.0,15.5,Астраханская область,2019.0,43.4,Астраханская область,2019.0,51.9,Астраханская область,2019.0,4.7
259,Белгородская область,2019,1547418.0,Белгородская область_2019,Белгородская область,2019,16.0,Белгородская область,2019,23.0,Белгородская область,2019.0,13.8,Белгородская область,2019.0,32352.0,Белгородская область,2019.0,617426.5,Белгородская область,2019.0,178389894.9,Белгородская область,2019.0,722699719.47,Белгородская область,2019.0,26542583.5,Белгородская область,2019.0,11404169.8,Белгородская область,2019.0,939036367.47,Белгородская область,2019.0,13.8,,,,,,,Белгородская область,2019,13381.0,Белгородская область,2019,14205.0,Белгородская область,2019,476.0,Белгородская область,2019,724.0,Белгородская область,2019,1076.0,Белгородская область,2019.0,2446166.0,Белгородская область,2019.0,63557.0,Белгородская область,2019.0,118381.0,Белгородская область,2019.0,182866.0,Белгородская область,2019.0,385118.0,Белгородская область,2019.0,1696244.0,Белгородская область,2019.0,7.8,Белгородская область,2019.0,0.0,Белгородская область,2019.0,0.0,Белгородская область,2019.0,0.0
260,Брянская область,2019,1200187.0,Брянская область_2019,Брянская область,2019,11.0,Брянская область,2019,26.0,Брянская область,2019.0,20.7,Брянская область,2019.0,28371.0,Брянская область,2019.0,332442.8,Брянская область,2019.0,338027.3,Брянская область,2019.0,253661572.1,Брянская область,2019.0,17708749.5,Брянская область,2019.0,9258735.3,Брянская область,2019.0,280967084.2,Брянская область,2019.0,20.7,,,,,,,Брянская область,2019,10028.0,Брянская область,2019,14369.0,Брянская область,2019,594.0,Брянская область,2019,782.0,Брянская область,2019,928.0,Брянская область,2019.0,1286661.0,Брянская область,2019.0,43504.0,Брянская область,2019.0,77124.0,Брянская область,2019.0,118582.0,Брянская область,2019.0,231509.0,Брянская область,2019.0,815942.0,Брянская область,2019.0,13.8,Брянская область,2019.0,37.5,Брянская область,2019.0,57.4,Брянская область,2019.0,5.1
261,Владимирская область,2019,1365805.0,Владимирская область_2019,Владимирская область,2019,15.0,Владимирская область,2019,43.0,Владимирская область,2019.0,23.4,Владимирская область,2019.0,25358.0,Владимирская область,2019.0,394560.3,Владимирская область,2019.0,5425671.9,Владимирская область,2019.0,491830249.31,Владимирская область,2019.0,37815667.16,Владимирская область,2019.0,11581929.2,Владимирская область,2019.0,546653517.57,Владимирская область,2019.0,23.4,,,,,,,Владимирская область,2019,11158.0,Владимирская область,2019,16787.0,Владимирская область,2019,693.0,Владимирская область,2019,901.0,Владимирская область,2019,1099.0,Владимирская область,2019.0,1499470.0,Владимирская область,2019.0,45954.0,Владимирская область,2019.0,81584.0,Владимирская область,2019.0,113506.0,Владимирская область,2019.0,236724.0,Владимирская область,2019.0,1021702.0,Владимирская область,2019.0,12.6,Владимирская область,2019.0,34.8,Владимирская область,2019.0,60.4,Владимирская область,2019.0,4.8
262,Волгоградская область,2019,2507509.0,Волгоградская область_2019,Волгоградская область,2019,32.0,Волгоградская область,2019,55.0,Волгоградская область,2019.0,24.0,Волгоградская область,2019.0,24158.0,Волгоградская область,2019.0,384677.3,Волгоградская область,2019.0,58875263.5,Волгоградская область,2019.0,905402776.03,Волгоградская область,2019.0,72771334.54,Волгоградская область,2019.0,20860389.9,Волгоградская область,2019.0,1057909763.97,Волгоградская область,2019.0,24.0,,,,,,,Волгоградская область,2019,21094.0,Волгоградская область,2019,41122.0,Волгоградская область,2019,1135.0,Волгоградская область,2019,1909.0,Волгоградская область,2019,1845.0,Волгоградская область,2019.0,2092877.0,Волгоградская область,2019.0,80172.0,Волгоградская область,2019.0,143845.0,Волгоградская область,2019.0,200095.0,Волгоградская область,2019.0,362120.0,Волгоградская область,2019.0,1306645.0,Волгоградская область,2019.0,12.9,Волгоградская область,2019.0,35.3,Волгоградская область,2019.0,59.9,Волгоградская область,2019.0,4.7
263,Вологодская область,2019,1167713.0,Вологодская область_2019,Вологодская область,2019,24.0,Вологодская область,2019,42.0,Вологодская область,2019.0,24.1,Вологодская область,2019.0,28334.0,Вологодская область,2019.0,541318.7,Вологодская область,2019.0,634218.6,Вологодская область,2019.0,704649049.85,Вологодская область,2019.0,41971419.33,Вологодская область,2019.0,10032570.2,Вологодская область,2019.0,757287257.98,Вологодская область,2019.0,24.1,,,,,,,Вологодская область,2019,11280.0,Вологодская область,2019,17726.0,Вологодская область,2019,568.0,Вологодская область,2019,676.0,Вологодская область,2019,911.0,Вологодская область,2019.0,1152863.0,Вологодская область,2019.0,33807.0,Вологодская область,2019.0,63564.0,Вологодская область,2019.0,83796.0,Вологодская область,2019.0,184103.0,Вологодская область,2019.0,787593.0,Вологодская область,2019.0,12.9,Вологодская область,2019.0,38.2,Вологодская область,2019.0,58.5,Вологодская область,2019.0,3.3
264,Воронежская область,2019,2327821.0,Воронежская область_2019,Воронежская область,2019,7.0,Воронежская область,2019,74.0,Воронежская область,2019.0,19.0,Воронежская область,2019.0,32022.0,Воронежская область,2019.0,431037.0,Воронежская область,2019.0,9026582.6,Воронежская область,2019.0,505912516.6,Воронежская область,2019.0,110384800.9,Воронежская область,2019.0,15657245.0,Воронежская область,2019.0,640981145.1,Воронежская область,2019.0,19.0,,,,,,,Воронежская область,2019,19643.0,Воронежская область,2019,30808.0,Воронежская область,2019,1132.0,Воронежская область,2019,1371.0,Воронежская область,2019,2898.0,Воронежская область,2019.0,2604460.0,Воронежская область,2019.0,82786.0,Воронежская область,2019.0,143294.0,Воронежская область,2019.0,214820.0,Воронежская область,2019.0,486474.0,Воронежская область,2019.0,1677086.0,Воронежская область,2019.0,8.9,Воронежская область,2019.0,45.2,Воронежская область,2019.0,49.4,Воронежская область,2019.0,5.4
265,Еврейская автономная область,2019,159913.0,Еврейская автономная область_2019,Еврейская автономная область,2019,3.0,Еврейская автономная область,2019,13.0,Еврейская автономная область,2019.0,25.7,Еврейская автономная область,2019.0,26602.0,Еврейская автономная область,2019.0,355545.7,Еврейская автономная область,2019.0,13971686.5,Еврейская автономная область,2019.0,6622621.2,Еврейская автономная область,2019.0,4757777.9,Еврейская автономная область,2019.0,442536.3,Еврейская автономная область,2019.0,25794621.9,Еврейская автономная область,2019.0,25.7,,,,,,,Еврейская автономная область,2019,1683.0,Еврейская автономная область,2019,3555.0,Еврейская автономная область,2019,112.0,Еврейская автономная область,2019,93.0,Еврейская автономная область,2019,407.0,Еврейская автономная область,2019.0,151876.0,Еврейская автономная область,2019.0,8358.0,Еврейская автономная область,2019.0,14429.0,Еврейская автономная область,2019.0,15512.0,Еврейская автономная область,2019.0,22137.0,Еврейская автономная область,2019.0,91440.0,Еврейская автономная область,2019.0,23.9,Еврейская автономная область,2019.0,32.0,Еврейская автономная область,2019.0,57.5,Еврейская автономная область,2019.0,10.5
266,Забайкальский край,2019,3398598.0,Забайкальский край_2019,Забайкальский край,2019,76.0,Забайкальский край,2019,100.0,Забайкальский край,2019.0,22.1,Забайкальский край,2019.0,25750.0,Забайкальский край,2019.0,343033.0,Забайкальский край,2019.0,269701115.2,Забайкальский край,2019.0,56243597.34,Забайкальский край,2019.0,70958600.6,Забайкальский край,2019.0,2765631.3,Забайкальский край,2019.0,201217287.67,Забайкальский край,2019.0,22.1,,,,,,,Забайкальский край,2019,14432.0,Забайкальский край,2019,23573.0,Забайкальский край,2019,686.0,Забайкальский край,2019,520.0,Забайкальский край,2019,1637.0,Забайкальский край,2019.0,944049.0,Забайкальский край,2019.0,54449.0,Забайкальский край,2019.0,86517.0,Забайкальский край,2019.0,95595.0,Забайкальский край,2019.0,147857.0,Забайкальский край,2019.0,559631.0,Забайкальский край,2019.0,21.5,Забайкальский край,2019.0,37.9,Забайкальский край,2019.0,54.3,Забайкальский край,2019.0,7.8
267,Ивановская область,2019,1004180.0,Ивановская область_2019,Ивановская область,2019,9.0,Ивановская область,2019,31.0,Ивановская область,2019.0,25.1,Ивановская область,2019.0,25794.0,Ивановская область,2019.0,249591.6,Ивановская область,2019.0,1237760.3,Ивановская область,2019.0,158111515.2,Ивановская область,2019.0,29421045.8,Ивановская область,2019.0,5762633.9,Ивановская область,2019.0,194532955.2,Ивановская область,2019.0,25.1,,,,,,,Ивановская область,2019,7951.0,Ивановская область,2019,13894.0,Ивановская область,2019,674.0,Ивановская область,2019,719.0,Ивановская область,2019,909.0,Ивановская область,2019.0,940218.0,Ивановская область,2019.0,32227.0,Ивановская область,2019.0,54983.0,Ивановская область,2019.0,75961.0,Ивановская область,2019.0,142555.0,Ивановская область,2019.0,634492.0,Ивановская область,2019.0,14.2,Ивановская область,2019.0,47.5,Ивановская область,2019.0,47.5,Ивановская область,2019.0,5.0
268,Иркутская область,2019,5072019.0,Иркутская область_2019,Иркутская область,2019,98.0,Иркутская область,2019,244.0,Иркутская область,2019.0,29.3,Иркутская область,2019.0,26306.0,Иркутская область,2019.0,645518.8,Иркутская область,2019.0,1238184331.8,Иркутская область,2019.0,990276848.0,Иркутская область,2019.0,259678175.8,Иркутская область,2019.0,15510677.4,Иркутская область,2019.0,1259580355.2,Иркутская область,2019.0,29.3,,,,,,,Иркутская область,2019,30979.0,Иркутская область,2019,45929.0,Иркутская область,2019,1382.0,Иркутская область,2019,1627.0,Иркутская область,2019,2392.0,Иркутская область,2019.0,2519722.0,Иркутская область,2019.0,165052.0,Иркутская область,2019.0,244674.0,Иркутская область,2019.0,264652.0,Иркутская область,2019.0,425304.0,Иркутская область,2019.0,1420040.0,Иркутская область,2019.0,17.9,Иркутская область,2019.0,39.8,Иркутская область,2019.0,52.8,Иркутская область,2019.0,7.4
269,Кабардино-Балкарская Республика,2019,866219.0,Кабардино-Балкарская Республика_2019,Кабардино-Балкарская Республика,2019,24.0,Кабардино-Балкарская Республика,2019,26.0,Кабардино-Балкарская Республика,2019.0,24.0,Кабардино-Балкарская Республика,2019.0,21474.0,Кабардино-Балкарская Республика,2019.0,197218.3,Кабардино-Балкарская Республика,2019.0,260276.6,Кабардино-Балкарская Республика,2019.0,34494994.8,Кабардино-Балкарская Республика,2019.0,8448257.2,Кабардино-Балкарская Республика,2019.0,1661511.5,Кабардино-Балкарская Республика,2019.0,44865040.3,Кабардино-Балкарская Республика,2019.0,24.0,,,,,,,Кабардино-Балкарская Республика,2019,9973.0,Кабардино-Балкарская Республика,2019,7491.0,Кабардино-Балкарская Республика,2019,594.0,Кабардино-Балкарская Республика,2019,668.0,Кабардино-Балкарская Республика,2019,1218.0,Кабардино-Балкарская Республика,2019.0,687942.0,Кабардино-Балкарская Республика,2019.0,45407.0,Кабардино-Балкарская Республика,2019.0,60757.0,Кабардино-Балкарская Республика,2019.0,87367.0,Кабардино-Балкарская Республика,2019.0,169098.0,Кабардино-Балкарская Республика,2019.0,325313.0,Кабардино-Балкарская Республика,2019.0,24.2,Кабардино-Балкарская Республика,2019.0,39.0,Кабардино-Балкарская Республика,2019.0,51.4,Кабардино-Балкарская Республика,2019.0,9.6
270,Калининградская область,2019,1002187.0,Калининградская область_2019,Калининградская область,2019,9.0,Калининградская область,2019,47.0,Калининградская область,2019.0,9.3,Калининградская область,2019.0,28952.0,Калининградская область,2019.0,515933.0,Калининградская область,2019.0,18593404.5,Калининградская область,2019.0,599548151.21,Калининградская область,2019.0,46186085.2,Калининградская область,2019.0,7572415.7,Калининградская область,2019.0,671900056.61,Калининградская область,2019.0,9.3,,,,,,,Калининградская область,2019,9306.0,Калининградская область,2019,14911.0,Калининградская область,2019,573.0,Калининградская область,2019,555.0,Калининградская область,2019,921.0,Калининградская область,2019.0,835610.0,Калининградская область,2019.0,32593.0,Калининградская область,2019.0,52781.0,Калининградская область,2019.0,69692.0,Калининградская область,2019.0,130877.0,Калининградская область,2019.0,549667.0,Калининградская область,2019.0,13.5,Калининградская область,2019.0,36.8,Калининградская область,2019.0,57.1,Калининградская область,2019.0,6.0
271,Калужская область,2019,1009380.0,Калужская область_2019,Калужская область,2019,7.0,Калужская область,2019,29.0,Калужская область,2019.0,16.6,Калужская область,2019.0,31394.0,Калужская область,2019.0,541870.1,Калужская область,2019.0,3712914.3,Калужская область,2019.0,882806003.4,Калужская область,2019.0,23566269.8,Калужская область,2019.0,9868975.9,Калужская область,2019.0,919954163.4,Калужская область,2019.0,16.6,,,,,,,Калужская область,2019,8997.0,Калужская область,2019,15595.0,Калужская область,2019,1184.0,Калужская область,2019,730.0,Калужская область,2019,1355.0,Калужская область,2019.0,925849.0,Калужская область,2019.0,36541.0,Калужская область,2019.0,58833.0,Калужская область,2019.0,77237.0,Калужская область,2019.0,152341.0,Калужская область,2019.0,600897.0,Калужская область,2019.0,10.2,Калужская область,2019.0,31.1,Калужская область,2019.0,50.4,Калужская область,2019.0,18.4
272,Камчатский край,2019,314723.0,Камчатский край_2019,Камчатский край,2019,14.0,Камчатский край,2019,44.0,Камчатский край,2019.0,13.7,Камчатский край,2019.0,52674.0,Камчатский край,2019.0,891049.1,Камчатский край,2019.0,47197276.8,Камчатский край,2019.0,277394235.0,Камчатский край,2019.0,42859340.0,Камчатский край,2019.0,3193639.4,Камчатский край,2019.0,186919065.3,Камчатский край,2019.0,13.7,,,,,,,Камчатский край,2019,3542.0,Камчатский край,2019,5778.0,Камчатский край,2019,316.0,Камчатский край,2019,249.0,Камчатский край,2019,529.0,Камчатский край,2019.0,164824.0,Камчатский край,2019.0,10077.0,Камчатский край,2019.0,14655.0,Камчатский край,2019.0,18739.0,Камчатский край,2019.0,27571.0,Камчатский край,2019.0,93782.0,Камчатский край,2019.0,14.9,Камчатский край,2019.0,46.4,Камчатский край,2019.0,53.6,Камчатский край,2019.0,0.0
273,Карачаево-Черкесская Республика,2019,465563.0,Карачаево-Черкесская Республика_2019,Карачаево-Черкесская Республика,2019,16.0,Карачаево-Черкесская Республика,2019,11.0,Карачаево-Черкесская Республика,2019.0,20.8,Карачаево-Черкесская Республика,2019.0,18821.0,Карачаево-Черкесская Республика,2019.0,197658.3,Карачаево-Черкесская Республика,2019.0,2797589.6,Карачаево-Черкесская Республика,2019.0,25907580.2,Карачаево-Черкесская Республика,2019.0,9792222.4,Карачаево-Черкесская Республика,2019.0,1356959.3,Карачаево-Черкесская Республика,2019.0,39854351.5,Карачаево-Черкесская Республика,2019.0,20.8,,,,,,,Карачаево-Черкесская Республика,2019,5089.0,Карачаево-Черкесская Республика,2019,4553.0,Карачаево-Черкесская Республика,2019,279.0,Карачаево-Черкесская Республика,2019,458.0,Карачаево-Черкесская Республика,2019,649.0,Карачаево-Черкесская Республика,2019.0,612289.0,Карачаево-Черкесская Республика,2019.0,45700.0,Карачаево-Черкесская Республика,2019.0,58615.0,Карачаево-Черкесская Республика,2019.0,92185.0,Карачаево-Черкесская Республика,2019.0,159071.0,Карачаево-Черкесская Республика,2019.0,256718.0,Карачаево-Черкесская Республика,2019.0,23.3,Карачаево-Черкесская Республика,2019.0,38.3,Карачаево-Черкесская Республика,2019.0,50.7,Карачаево-Черкесская Республика,2019.0,11.0
274,Кемеровская область - Кузбасс,2019,2674256.0,Кемеровская область - Кузбасс_2019,Кемеровская область - Кузбасс,2019,23.0,Кемеровская область - Кузбасс,2019,127.0,Кемеровская область - Кузбасс,2019.0,22.5,Кемеровская область - Кузбасс,2019.0,24886.0,Кемеровская область - Кузбасс,2019.0,416501.2,Кемеровская область - Кузбасс,2019.0,947067758.3,Кемеровская область - Кузбасс,2019.0,662509753.06,Кемеровская область - Кузбасс,2019.0,97458451.47,Кемеровская область - Кузбасс,2019.0,21617652.6,Кемеровская область - Кузбасс,2019.0,1728653615.43,Кемеровская область - Кузбасс,2019.0,22.5,,,,,,,Кемеровская область - Кузбасс,2019,24158.0,Кемеровская область - Кузбасс,2019,53768.0,Кемеровская область - Кузбасс,2019,2665.0,Кемеровская область - Кузбасс,2019,1154.0,Кемеровская область - Кузбасс,2019,4466.0,Кемеровская область - Кузбасс,2019.0,2657775.0,Кемеровская область - Кузбасс,2019.0,116909.0,Кемеровская область - Кузбасс,2019.0,208230.0,Кемеровская область - Кузбасс,2019.0,254999.0,Кемеровская область - Кузбасс,2019.0,467981.0,Кемеровская область - Кузбасс,2019.0,1609656.0,Кемеровская область - Кузбасс,2019.0,13.6,Кемеровская область - Кузбасс,2019.0,39.4,Кемеровская область - Кузбасс,2019.0,54.8,Кемеровская область - Кузбасс,2019.0,5.9
275,Кировская область,2019,1272109.0,Кировская область_2019,Кировская область,2019,9.0,Кировская область,2019,28.0,Кировская область,2019.0,25.0,Кировская область,2019.0,23604.0,Кировская область,2019.0,292171.6,Кировская область,2019.0,2970150.0,Кировская область,2019.0,238489911.5,Кировская область,2019.0,41181801.8,Кировская область,2019.0,7960807.7,Кировская область,2019.0,290602671.0,Кировская область,2019.0,25.0,,,,,,,Кировская область,2019,11199.0,Кировская область,2019,19110.0,Кировская область,2019,852.0,Кировская область,2019,702.0,Кировская область,2019,1216.0,Кировская область,2019.0,1467348.0,Кировская область,2019.0,42811.0,Кировская область,2019.0,75778.0,Кировская область,2019.0,93472.0,Кировская область,2019.0,201811.0,Кировская область,2019.0,1053476.0,Кировская область,2019.0,14.6,Кировская область,2019.0,38.0,Кировская область,2019.0,58.1,Кировская область,2019.0,3.9
276,Костромская область,2019,637267.0,Костромская область_2019,Костромская область,2019,7.0,Костромская область,2019,36.0,Костромская область,2019.0,19.2,Костромская область,2019.0,25285.0,Костромская область,2019.0,319404.6,Костромская область,2019.0,1021948.8,Костромская область,2019.0,143962807.8,Костромская область,2019.0,41467418.1,Костромская область,2019.0,3608291.7,Костромская область,2019.0,190060466.4,Костромская область,2019.0,19.2,,,,,,,Костромская область,2019,5724.0,Костромская область,2019,8257.0,Костромская область,2019,453.0,Костромская область,2019,397.0,Костромская область,2019,686.0,Костромская область,2019.0,715211.0,Костромская область,2019.0,24468.0,Костромская область,2019.0,45140.0,Костромская область,2019.0,56675.0,Костромская область,2019.0,124144.0,Костромская область,2019.0,464784.0,Костромская область,2019.0,12.6,Костромская область,2019.0,42.1,Костромская область,2019.0,51.6,Костромская область,2019.0,6.3
277,Краснодарский край,2019,5648235.0,Краснодарский край_2019,Краснодарский край,2019,76.0,Краснодарский край,2019,153.0,Краснодарский край,2019.0,22.9,Краснодарский край,2019.0,35673.0,Краснодарский край,2019.0,453882.0,Краснодарский край,2019.0,64340657.7,Краснодарский край,2019.0,967478970.09,Краснодарский край,2019.0,117414456.28,Краснодарский край,2019.0,31225229.01,Краснодарский край,2019.0,1180459313.08,Краснодарский край,2019.0,22.9,,,,,,,Краснодарский край,2019,60705.0,Краснодарский край,2019,71588.0,Краснодарский край,2019,2383.0,Краснодарский край,2019,3793.0,Краснодарский край,2019,6480.0,Краснодарский край,2019.0,5162048.0,Краснодарский край,2019.0,220433.0,Краснодарский край,2019.0,335436.0,Краснодарский край,2019.0,480813.0,Краснодарский край,2019.0,905051.0,Краснодарский край,2019.0,3220315.0,Краснодарский край,2019.0,10.4,Краснодарский край,2019.0,41.2,Краснодарский край,2019.0,53.6,Краснодарский край,2019.0,5.2
278,Красноярский край,2019,2874026.0,Красноярский край_2019,Красноярский край,2019,168.0,Красноярский край,2019,420.0,Красноярский край,2019.0,21.8,Красноярский край,2019.0,31739.0,Красноярский край,2019.0,938016.7,Красноярский край,2019.0,1561257445.0,Красноярский край,2019.0,3139627067.56,Красноярский край,2019.0,353305577.68,Красноярский край,2019.0,30435233.66,Красноярский край,2019.0,2557530278.78,Красноярский край,2019.0,21.8,,,,,,,Красноярский край,2019,30746.0,Красноярский край,2019,46530.0,Красноярский край,2019,2595.0,Красноярский край,2019,1473.0,Красноярский край,2019,3823.0,Красноярский край,2019.0,2166419.0,Красноярский край,2019.0,119643.0,Красноярский край,2019.0,192350.0,Красноярский край,2019.0,227510.0,Красноярский край,2019.0,388942.0,Красноярский край,2019.0,1237974.0,Красноярский край,2019.0,17.3,Красноярский край,2019.0,40.7,Красноярский край,2019.0,54.5,Красноярский край,2019.0,4.8
279,Курганская область,2019,834701.0,Курганская область_2019,Курганская область,2019,17.0,Курганская область,2019,21.0,Курганская область,2019.0,22.8,Курганская область,2019.0,21304.0,Курганская область,2019.0,280971.3,Курганская область,2019.0,3595211.8,Курганская область,2019.0,125411769.47,Курганская область,2019.0,21155982.8,Курганская область,2019.0,4200716.16,Курганская область,2019.0,154363680.23,Курганская область,2019.0,22.8,,,,,,,Курганская область,2019,7683.0,Курганская область,2019,17101.0,Курганская область,2019,1039.0,Курганская область,2019,667.0,Курганская область,2019,1609.0,Курганская область,2019.0,877207.0,Курганская область,2019.0,35696.0,Курганская область,2019.0,59724.0,Курганская область,2019.0,75874.0,Курганская область,2019.0,144798.0,Курганская область,2019.0,561115.0,Курганская область,2019.0,19.6,Курганская область,2019.0,41.6,Курганская область,2019.0,53.8,Курганская область,2019.0,4.6
280,Курская область,2019,1107041.0,Курская область_2019,Курская область,2019,14.0,Курская область,2019,27.0,Курская область,2019.0,20.9,Курская область,2019.0,29149.0,Курская область,2019.0,449288.6,Курская область,2019.0,105884871.7,Курская область,2019.0,197465869.8,Курская область,2019.0,60319708.5,Курская область,2019.0,8641986.6,Курская область,2019.0,372312436.6,Курская область,2019.0,20.9,,,,,,,Курская область,2019,9324.0,Курская область,2019,13203.0,Курская область,2019,629.0,Курская область,2019,688.0,Курская область,2019,1082.0,Курская область,2019.0,1431605.0,Курская область,2019.0,59097.0,Курская область,2019.0,104001.0,Курская область,2019.0,162016.0,Курская область,2019.0,310003.0,Курская область,2019.0,796488.0,Курская область,2019.0,9.9,Курская область,2019.0,47.0,Курская область,2019.0,47.2,Курская область,2019.0,5.9
